"year" "title" "gross" "budget" "leng" "score" "profit"
2009 "12 Rounds" 12.234694 20 108 29 -7.765306
2009 "Sunshine Cleaning" 12.062558 5 102 72 7.062558
2009 "I Love You, Man" 71.440011 40 110 84 31.440011
2009 "Duplicity" 40.572825 60 125 64 -19.427175
2009 "Knowing" 79.957634 50 122 33 29.957634
2009 "The Last House on the Left" 32.752215 15 109 41 17.752215
2009 "Miss March" 4.54332 6 90 5 -1.45668
2009 "Watchmen" 107.509799 138 163 65 -30.490201
2009 "Fired Up" 17.231291 20 90 23 -2.768709
2009 "Tyler Perry's Madea Goes to Jail" 90.508336 17.5 103 30 73.008336
2009 "The International" 25.450527 50 118 59 -24.549473
2009 "Friday the 13th" 65.002019 17 95 25 48.002019
2009 "The Pink Panther 2" 35.922978 80 92 12 -44.077022
2009 "Coraline" 75.286229 60 100 90 15.286229
2009 "He's Just Not That Into You" 93.953653 40 129 40 53.953653
2009 "Push" 31.811527 38 111 23 -6.188473
2009 "New in Town" 16.734283 8 96 29 8.734283
2009 "Taken" 145.000989 25 93 58 120.000989
2009 "Underworld: Rise of the Lycans" 45.802315 35 92 29 10.802315
2009 "Inkheart" 17.303424 60 106 39 -42.696576
2009 "Notorious" 36.843682 19 122 51 17.843682
2009 "Hotel for Dogs" 73.03446 75 100 45 -1.96554
2009 "Paul Blart: Mail Cop" 146.336178 26 87 33 120.336178
2009 "My Bloody Valentine 3D" 51.545952 14 101 57 37.545952
2009 "Not Easily Broken" 10.572742 5 99 33 5.572742
2009 "The Unborn" 42.67041 16 88 11 26.67041
2009 "Bride Wars" 58.71551 30 90 10 28.71551
2008 "Valkyrie" 83.077833 90 120 62 -6.922167
2008 "The Spirit" 19.806188 60 108 14 -40.193812
2008 "Marley & Me" 143.153751 60 120 64 83.153751
2008 "The Curious Case of Benjamin Button" 127.509326 160 168 72 -32.490674
2008 "Bedtime Stories" 110.101975 80 95 25 30.101975
2008 "Frost/Nixon" 18.622031 29 122 92 -10.377969
2008 "Seven Pounds" 69.951824 54 118 27 15.951824
2008 "The Tale of Despereaux" 50.877145 60 87 56 -9.122855
2008 "Yes Man" 97.690976 50 104 45 47.690976
2008 "Gran Torino" 148.095302 25 116 79 123.095302
2008 "The Day the Earth Stood Still" 79.366978 80 110 21 -0.633021999999997
2008 "Punisher: War Zone" 8.050977 35 107 27 -26.949023
2008 "Australia" 49.554002 130 165 55 -80.445998
2008 "Four Christmases" 12.014604 80 82 25 -67.985396
2008 "Bolt" 114.053579 150 96 88 -35.946421
2008 "Twilight" 192.769854 20 120 49 172.769854
2008 "Role Models" 67.29427 28 95 77 39.29427
2008 "Quantum of Solace" 168.368427 230 106 64 -61.631573
2008 "Soul Men" 12.082391 40 103 44 -27.917609
2008 "Slumdog Millionaire" 141.319928 14 120 94 127.319928
2008 "Madagascar: Escape 2 Africa" 180.01095 150 89 64 30.01095
2008 "The Haunting of Molly Hartley" 13.559812 5 87 3 8.559812
2008 "Zack and Miri Make a Porno" 31.457946 24 101 65 7.457946
2008 "Pride and Glory" 15.740721 30 125 35 -14.259279
2008 "Changeling" 35.739802 55 140 63 -19.260198
2008 "Saw V" 56.746769 10.8 88 12 45.946769
2008 "High School Musical 3: Senior Year" 90.559416 11 100 65 79.559416
2008 "Max Payne" 40.689393 35 100 16 5.689393
2008 "W." 25.534493 25.1 129 59 0.434493
2008 "City of Ember" 7.873007 38 95 53 -30.126993
2008 "The Express" 9.793406 37.5 129 61 -27.706594
2008 "Body of Lies" 39.394666 67.5 128 54 -28.105334
2008 "Quarantine" 31.691811 12 89 58 19.691811
2008 "Beverly Hills Chihuahua" 94.514402 20 85 41 74.514402
2008 "How to Lose Friends and Alienate People" 2.778752 28 110 36 -25.221248
2008 "Blindness" 3.351751 25 118 43 -21.648249
2008 "Nick and Norah's Infinite Playlist" 31.487293 10 90 74 21.487293
2008 "Eagle Eye" 101.440743 80 118 26 21.440743
2008 "Igor" 19.528602 30 86 36 -10.471398
2008 "My Best Friend's Girl" 19.21925 20 101 14 -0.780750000000001
2008 "Ghost Town" 13.367624 20 102 85 -6.632376
2008 "Lakeview Terrace" 39.263506 20 110 45 19.263506
2008 "Righteous Kill" 40.08141 60 101 19 -19.91859
2008 "Burn After Reading" 60.355347 37 97 78 23.355347
2008 "The Women" 26.902075 16 114 13 10.902075
2008 "Bangkok Dangerous" 15.298133 45 100 9 -29.701867
2008 "Babylon A.D." 22.532572 45 90 6 -22.467428
2008 "Disaster Movie" 14.190901 20 90 1 -5.809099
2008 "Traitor" 23.530831 22 110 63 1.530831
2008 "Death Race" 36.316032 65 89 43 -28.683968
2008 "Hamlet 2" 4.886216 18 92 62 -13.113784
2008 "The House Bunny" 48.237389 25 94 41 23.237389
2008 "The Longshots" 11.537046 23 94 40 -11.462954
2008 "The Rocker" 6.409528 15 102 41 -8.590472
2008 "Star Wars: The Clone Wars" 35.161554 8.5 98 18 26.661554
2008 "Tropic Thunder" 110.515313 90 107 83 20.515313
2008 "Sisterhood of the Traveling Pants" 39.053061 25 119 77 14.053061
2008 "Pineapple Express" 87.34138 26 105 68 61.34138
2008 "Swing Vote" 16.289867 21 100 38 -4.710133
2008 "The Mummy: Tomb of Dragon Emperor" 102.491776 175 114 13 -72.508224
2008 "Step Brothers" 100.468793 65 95 55 35.468793
2008 "The X-Files: I Want to Believe" 20.982478 35 104 32 -14.017522
2008 "Mamma Mia!" 144.130063 52 108 54 92.130063
2008 "Space Chimps" 30.105968 37 81 34 -6.894032
2008 "The Dark Knight" 534.858444 185 150 94 349.858444
2008 "Meet Dave" 11.803254 60 90 19 -48.196746
2008 "Hellboy II: The Golden Army" 75.986503 82.5 110 87 -6.513497
2008 "Journey to the Center of the Earth" 101.70437 45 92 61 56.70437
2008 "Hancock" 227.946274 150 92 41 77.946274
2008 "Wall-E" 223.808164 180 97 96 43.808164
2008 "Wanted" 134.508551 75 108 71 59.508551
2008 "The Love Guru" 32.235793 62 88 14 -29.764207
2008 "Get Smart" 130.319208 80 110 51 50.319208
2008 "The Happening" 64.506874 60 91 17 4.506874
2008 "The Incredible Hulk" 134.806913 137.5 114 67 -2.69308699999999
2008 "Kung Fu Panda" 215.434591 130 91 87 85.434591
2008 "You Don't Mess With the Zohan" 100.018837 90 113 37 10.018837
2008 "The Strangers" 52.59761 9 107 45 43.59761
2008 "Sex and the City" 152.647258 57.5 135 50 95.147258
2008 "Indiana Jones and the Kingdom of the Crystal Skull" 317.101119 185 120 78 132.101119
2008 "The Chronicles of Narnia: Prince Caspian" 141.62149 225 140 67 -83.37851
2008 "Speed Racer" 43.945766 120 135 39 -76.054234
2008 "What Happens in Vegas" 80.277646 35 99 27 45.277646
2008 "Made of Honor" 46.012734 40 101 14 6.012734
2008 "Iron Man" 318.412101 186 126 93 132.412101
2008 "Deception" 4.598506 25 108 14 -20.401494
2008 "Baby Mama" 60.494212 30 96 64 30.494212
2008 "Harold and Kumar: Escape from Guantanamo Bay" 38.108728 12 102 53 26.108728
2008 "88 Minutes" 17.213467 30 108 5 -12.786533
2008 "The Forbidden Kingdom" 52.07527 55 113 64 -2.92473
2008 "Forgetting Sarah Marshall" 63.172463 30 111 84 33.172463
2008 "Street Kings" 26.418667 20 107 36 6.418667
2008 "Prom Night" 43.86935 18 88 8 25.86935
2008 "Leatherheads" 31.373938 58 114 52 -26.626062
2008 "Nim's Island" 48.006762 37 96 51 11.006762
2008 "The Ruins" 17.432844 25 90 48 -7.567156
2008 "21" 81.159365 35 123 36 46.159365
2008 "Superhero Movie" 25.881068 35 75 16 -9.118932
2008 "Drillbit Taylor" 32.862104 40 102 25 -7.137896
2008 "Tyler Perry's Meet the Browns" 41.975388 20 100 32 21.975388
2008 "Shutter" 25.92855 8 83 7 17.92855
2008 "Doomsday" 11.00877 33 113 49 -21.99123
2008 "Never Back Down" 24.850922 21 110 22 3.850922
2008 "Horton Hears a Who" 154.529439 85 86 79 69.529439
2008 "10,000 BC" 94.784201 105 109 8 -10.215799
2008 "The Bank Job" 30.06066 20 111 79 10.06066
2008 "Penelope" 10.011996 15 104 53 -4.988004
2008 "Semi-Pro" 33.479698 55 91 21 -21.520302
2008 "Vantage Point" 72.266306 40 90 35 32.266306
2008 "Definitely, Maybe" 32.241649 7 105 70 25.241649
2008 "Step Up 2 the Streets" 58.017783 17.5 98 27 40.517783
2008 "The Spiderwick Chronicles" 71.195053 92.5 96 80 -21.304947
2008 "Jumper" 80.172128 82.5 88 16 -2.327872
2008 "Fool's Gold" 70.231041 72.5 112 11 -2.268959
2008 "Welcome Home Roscoe Jenkins" 42.436517 27.5 114 22 14.936517
2008 "Over Her Dead Body" 7.56367 10 95 15 -2.43633
2008 "The Eye" 31.418697 12 98 22 19.418697
2008 "How She Move" 7.070641 17 98 65 -9.929359
2008 "Meet the Spartans" 38.233676 30 86 2 8.233676
2008 "Untraceable" 28.687835 35 101 16 -6.312165
2008 "Rambo" 42.754105 47.5 92 37 -4.745895
2008 "Mad Money" 20.688843 22 104 22 -1.311157
2008 "27 Dresses" 76.808654 30 111 41 46.808654
2008 "Cloverfield" 80.048433 25 85 77 55.048433
2008 "In the Name of the King: A Dungeon Siege Tale" 4.775656 60 127 4 -55.224344
2008 "One Missed Call" 26.890041 20 87 0 6.890041
